Estado,Lat,Long,Fecha,Casos
JALISCO,20.6668205,-103.3918228,03/15/2020,3
MÉXICO,19.2878609,-99.6532364,03/15/2020,6
MICHOACÁN,19.7007809,-101.184433,03/15/2020,22
MORELOS,18.9260998,-99.230751,03/15/2020,2
NAYARIT,21.50951,-104.8956909,03/15/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/15/2020,25
OAXACA,17.0654202,-96.7236481,03/15/2020,4
PUEBLA,19.0640602,-98.3035202,03/15/2020,9
QUERETARO,20.5880604,-100.3880615,03/15/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/15/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/15/2020,1
SINALOA,23.2329006,-106.4061966,03/15/2020,13
SONORA,29.1026001,-110.9773178,03/15/2020,0
TABASCO,17.9868908,-92.9302826,03/15/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/15/2020,1
TLAXCALA,19.31905,-98.19982,03/15/2020,0
VERACRUZ,19.1809502,-96.1428986,03/15/2020,5
YUCATÁN,20.400417,-89.134857,03/15/2020,0
ZACATECAS,22.76843,-102.58141,03/15/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/16/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/16/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/16/2020,1
CAMPECHE,19.8438606,-90.5255432,03/16/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/16/2020,23
CHIAPAS,16.7597294,-93.1130829,03/16/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/16/2020,0
COAHUILA,25.4232101,-101.0053024,03/16/2020,3
COLIMA,19.2499695,-103.7271423,03/16/2020,4
DURANGO,25.5698509,-103.4958801,03/16/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/16/2020,3
GUERRERO,16.8494205,-99.9089127,03/16/2020,4
HIDALGO,20.1169701,-98.7332916,03/16/2020,44
JALISCO,20.6668205,-103.3918228,03/16/2020,3
MÉXICO,19.2878609,-99.6532364,03/16/2020,6
MICHOACÁN,19.7007809,-101.184433,03/16/2020,22
MORELOS,18.9260998,-99.230751,03/16/2020,2
NAYARIT,21.50951,-104.8956909,03/16/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/16/2020,25
OAXACA,17.0654202,-96.7236481,03/16/2020,4
PUEBLA,19.0640602,-98.3035202,03/16/2020,9
QUERETARO,20.5880604,-100.3880615,03/16/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/16/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/16/2020,1
SINALOA,23.2329006,-106.4061966,03/16/2020,13
SONORA,29.1026001,-110.9773178,03/16/2020,0
TABASCO,17.9868908,-92.9302826,03/16/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/16/2020,1
TLAXCALA,19.31905,-98.19982,03/16/2020,0
VERACRUZ,19.1809502,-96.1428986,03/16/2020,5
YUCATÁN,20.400417,-89.134857,03/16/2020,0
ZACATECAS,22.76843,-102.58141,03/16/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/17/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/17/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/17/2020,1
CAMPECHE,19.8438606,-90.5255432,03/17/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/17/2020,23
CHIAPAS,16.7597294,-93.1130829,03/17/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/17/2020,0
COAHUILA,25.4232101,-101.0053024,03/17/2020,3
COLIMA,19.2499695,-103.7271423,03/17/2020,4
DURANGO,25.5698509,-103.4958801,03/17/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/17/2020,3
GUERRERO,16.8494205,-99.9089127,03/17/2020,4
HIDALGO,20.1169701,-98.7332916,03/17/2020,44
JALISCO,20.6668205,-103.3918228,03/17/2020,3
MÉXICO,19.2878609,-99.6532364,03/17/2020,6
MICHOACÁN,19.7007809,-101.184433,03/17/2020,22
MORELOS,18.9260998,-99.230751,03/17/2020,2
NAYARIT,21.50951,-104.8956909,03/17/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/17/2020,25
OAXACA,17.0654202,-96.7236481,03/17/2020,4
PUEBLA,19.0640602,-98.3035202,03/17/2020,9
QUERETARO,20.5880604,-100.3880615,03/17/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/17/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/17/2020,1
SINALOA,23.2329006,-106.4061966,03/17/2020,13
SONORA,29.1026001,-110.9773178,03/17/2020,0
TABASCO,17.9868908,-92.9302826,03/17/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/17/2020,1
TLAXCALA,19.31905,-98.19982,03/17/2020,0
VERACRUZ,19.1809502,-96.1428986,03/17/2020,5
YUCATÁN,20.400417,-89.134857,03/17/2020,0
ZACATECAS,22.76843,-102.58141,03/17/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/18/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/18/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/18/2020,1
CAMPECHE,19.8438606,-90.5255432,03/18/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/18/2020,23
CHIAPAS,16.7597294,-93.1130829,03/18/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/18/2020,0
COAHUILA,25.4232101,-101.0053024,03/18/2020,3
COLIMA,19.2499695,-103.7271423,03/18/2020,4
DURANGO,25.5698509,-103.4958801,03/18/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/18/2020,3
GUERRERO,16.8494205,-99.9089127,03/18/2020,4
HIDALGO,20.1169701,-98.7332916,03/18/2020,44
JALISCO,20.6668205,-103.3918228,03/18/2020,3
MÉXICO,19.2878609,-99.6532364,03/18/2020,6
MICHOACÁN,19.7007809,-101.184433,03/18/2020,22
MORELOS,18.9260998,-99.230751,03/18/2020,2
NAYARIT,21.50951,-104.8956909,03/18/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/18/2020,25
OAXACA,17.0654202,-96.7236481,03/18/2020,4
PUEBLA,19.0640602,-98.3035202,03/18/2020,9
QUERETARO,20.5880604,-100.3880615,03/18/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/18/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/18/2020,1
SINALOA,23.2329006,-106.4061966,03/18/2020,13
SONORA,29.1026001,-110.9773178,03/18/2020,0
TABASCO,17.9868908,-92.9302826,03/18/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/18/2020,1
TLAXCALA,19.31905,-98.19982,03/18/2020,0
VERACRUZ,19.1809502,-96.1428986,03/18/2020,5
YUCATÁN,20.400417,-89.134857,03/18/2020,0
ZACATECAS,22.76843,-102.58141,03/18/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/19/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/19/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/19/2020,1
CAMPECHE,19.8438606,-90.5255432,03/19/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/19/2020,23
CHIAPAS,16.7597294,-93.1130829,03/19/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/19/2020,0
COAHUILA,25.4232101,-101.0053024,03/19/2020,3
COLIMA,19.2499695,-103.7271423,03/19/2020,4
DURANGO,25.5698509,-103.4958801,03/19/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/19/2020,3
GUERRERO,16.8494205,-99.9089127,03/19/2020,4
HIDALGO,20.1169701,-98.7332916,03/19/2020,44
JALISCO,20.6668205,-103.3918228,03/19/2020,3
MÉXICO,19.2878609,-99.6532364,03/19/2020,6
MICHOACÁN,19.7007809,-101.184433,03/19/2020,22
MORELOS,18.9260998,-99.230751,03/19/2020,2
NAYARIT,21.50951,-104.8956909,03/19/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/19/2020,25
OAXACA,17.0654202,-96.7236481,03/19/2020,4
PUEBLA,19.0640602,-98.3035202,03/19/2020,9
QUERETARO,20.5880604,-100.3880615,03/19/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/19/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/19/2020,1
SINALOA,23.2329006,-106.4061966,03/19/2020,13
SONORA,29.1026001,-110.9773178,03/19/2020,0
TABASCO,17.9868908,-92.9302826,03/19/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/19/2020,1
TLAXCALA,19.31905,-98.19982,03/19/2020,0
VERACRUZ,19.1809502,-96.1428986,03/19/2020,5
YUCATÁN,20.400417,-89.134857,03/19/2020,0
ZACATECAS,22.76843,-102.58141,03/19/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/20/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/20/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/20/2020,1
CAMPECHE,19.8438606,-90.5255432,03/20/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/20/2020,23
CHIAPAS,16.7597294,-93.1130829,03/20/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/20/2020,0
COAHUILA,25.4232101,-101.0053024,03/20/2020,3
COLIMA,19.2499695,-103.7271423,03/20/2020,4
DURANGO,25.5698509,-103.4958801,03/20/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/20/2020,3
GUERRERO,16.8494205,-99.9089127,03/20/2020,4
HIDALGO,20.1169701,-98.7332916,03/20/2020,44
JALISCO,20.6668205,-103.3918228,03/20/2020,3
MÉXICO,19.2878609,-99.6532364,03/20/2020,6
MICHOACÁN,19.7007809,-101.184433,03/20/2020,22
MORELOS,18.9260998,-99.230751,03/20/2020,2
NAYARIT,21.50951,-104.8956909,03/20/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/20/2020,25
OAXACA,17.0654202,-96.7236481,03/20/2020,4
PUEBLA,19.0640602,-98.3035202,03/20/2020,9
QUERETARO,20.5880604,-100.3880615,03/20/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/20/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/20/2020,1
SINALOA,23.2329006,-106.4061966,03/20/2020,13
SONORA,29.1026001,-110.9773178,03/20/2020,0
TABASCO,17.9868908,-92.9302826,03/20/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/20/2020,1
TLAXCALA,19.31905,-98.19982,03/20/2020,0
VERACRUZ,19.1809502,-96.1428986,03/20/2020,5
YUCATÁN,20.400417,-89.134857,03/20/2020,0
ZACATECAS,22.76843,-102.58141,03/20/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/21/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/21/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/21/2020,1
CAMPECHE,19.8438606,-90.5255432,03/21/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/21/2020,23
CHIAPAS,16.7597294,-93.1130829,03/21/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/21/2020,0
COAHUILA,25.4232101,-101.0053024,03/21/2020,3
COLIMA,19.2499695,-103.7271423,03/21/2020,4
DURANGO,25.5698509,-103.4958801,03/21/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/21/2020,3
GUERRERO,16.8494205,-99.9089127,03/21/2020,4
HIDALGO,20.1169701,-98.7332916,03/21/2020,44
JALISCO,20.6668205,-103.3918228,03/21/2020,3
MÉXICO,19.2878609,-99.6532364,03/21/2020,6
MICHOACÁN,19.7007809,-101.184433,03/21/2020,22
MORELOS,18.9260998,-99.230751,03/21/2020,2
NAYARIT,21.50951,-104.8956909,03/21/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/21/2020,25
OAXACA,17.0654202,-96.7236481,03/21/2020,4
PUEBLA,19.0640602,-98.3035202,03/21/2020,9
QUERETARO,20.5880604,-100.3880615,03/21/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/21/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/21/2020,1
SINALOA,23.2329006,-106.4061966,03/21/2020,13
SONORA,29.1026001,-110.9773178,03/21/2020,0
TABASCO,17.9868908,-92.9302826,03/21/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/21/2020,1
TLAXCALA,19.31905,-98.19982,03/21/2020,0
VERACRUZ,19.1809502,-96.1428986,03/21/2020,5
YUCATÁN,20.400417,-89.134857,03/21/2020,0
ZACATECAS,22.76843,-102.58141,03/21/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/22/2020,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/22/2020,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/22/2020,1
CAMPECHE,19.8438606,-90.5255432,03/22/2020,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/22/2020,23
CHIAPAS,16.7597294,-93.1130829,03/22/2020,2
CHIHUAHUA,28.6352806,-106.0888901,03/22/2020,0
COAHUILA,25.4232101,-101.0053024,03/22/2020,3
COLIMA,19.2499695,-103.7271423,03/22/2020,4
DURANGO,25.5698509,-103.4958801,03/22/2020,0
GUANAJUATO,21.0185795,-101.2591019,03/22/2020,3
GUERRERO,16.8494205,-99.9089127,03/22/2020,4
HIDALGO,20.1169701,-98.7332916,03/22/2020,44
JALISCO,20.6668205,-103.3918228,03/22/2020,3
MÉXICO,19.2878609,-99.6532364,03/22/2020,6
MICHOACÁN,19.7007809,-101.184433,03/22/2020,22
MORELOS,18.9260998,-99.230751,03/22/2020,2
NAYARIT,21.50951,-104.8956909,03/22/2020,0
NUEVO LEÓN,25.6750698,-100.3184662,03/22/2020,25
OAXACA,17.0654202,-96.7236481,03/22/2020,4
PUEBLA,19.0640602,-98.3035202,03/22/2020,9
QUERETARO,20.5880604,-100.3880615,03/22/2020,2
QUINTANA ROO,21.1742897,-86.8465576,03/22/2020,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/22/2020,1
SINALOA,23.2329006,-106.4061966,03/22/2020,13
SONORA,29.1026001,-110.9773178,03/22/2020,0
TABASCO,17.9868908,-92.9302826,03/22/2020,0
TAMAULIPAS,26.0806103,-98.288353,03/22/2020,1
TLAXCALA,19.31905,-98.19982,03/22/2020,0
VERACRUZ,19.1809502,-96.1428986,03/22/2020,5
YUCATÁN,20.400417,-89.134857,03/22/2020,0
ZACATECAS,22.76843,-102.58141,03/22/2020,1
AGUASCALIENTES,21.8823395,-102.2825928,03/23/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/23/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/23/20,1
CAMPECHE,19.8438606,-90.5255432,03/23/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/23/20,23
CHIAPAS,16.7597294,-93.1130829,03/23/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/23/20,0
COAHUILA,25.4232101,-101.0053024,03/23/20,3
COLIMA,19.2499695,-103.7271423,03/23/20,4
DURANGO,25.5698509,-103.4958801,03/23/20,0
GUANAJUATO,21.0185795,-101.2591019,03/23/20,3
GUERRERO,16.8494205,-99.9089127,03/23/20,4
HIDALGO,20.1169701,-98.7332916,03/23/20,44
JALISCO,20.6668205,-103.3918228,03/23/20,3
MÉXICO,19.2878609,-99.6532364,03/23/20,6
MICHOACÁN,19.7007809,-101.184433,03/23/20,22
MORELOS,18.9260998,-99.230751,03/23/20,2
NAYARIT,21.50951,-104.8956909,03/23/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/23/20,25
OAXACA,17.0654202,-96.7236481,03/23/20,4
PUEBLA,19.0640602,-98.3035202,03/23/20,9
QUERETARO,20.5880604,-100.3880615,03/23/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/23/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/23/20,1
SINALOA,23.2329006,-106.4061966,03/23/20,13
SONORA,29.1026001,-110.9773178,03/23/20,0
TABASCO,17.9868908,-92.9302826,03/23/20,0
TAMAULIPAS,26.0806103,-98.288353,03/23/20,1
TLAXCALA,19.31905,-98.19982,03/23/20,0
VERACRUZ,19.1809502,-96.1428986,03/23/20,5
YUCATÁN,20.400417,-89.134857,03/23/20,0
ZACATECAS,22.76843,-102.58141,03/23/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/24/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/24/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/24/20,1
CAMPECHE,19.8438606,-90.5255432,03/24/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/24/20,23
CHIAPAS,16.7597294,-93.1130829,03/24/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/24/20,0
COAHUILA,25.4232101,-101.0053024,03/24/20,3
COLIMA,19.2499695,-103.7271423,03/24/20,4
DURANGO,25.5698509,-103.4958801,03/24/20,0
GUANAJUATO,21.0185795,-101.2591019,03/24/20,3
GUERRERO,16.8494205,-99.9089127,03/24/20,4
HIDALGO,20.1169701,-98.7332916,03/24/20,44
JALISCO,20.6668205,-103.3918228,03/24/20,3
MÉXICO,19.2878609,-99.6532364,03/24/20,6
MICHOACÁN,19.7007809,-101.184433,03/24/20,22
MORELOS,18.9260998,-99.230751,03/24/20,2
NAYARIT,21.50951,-104.8956909,03/24/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/24/20,25
OAXACA,17.0654202,-96.7236481,03/24/20,4
PUEBLA,19.0640602,-98.3035202,03/24/20,9
QUERETARO,20.5880604,-100.3880615,03/24/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/24/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/24/20,1
SINALOA,23.2329006,-106.4061966,03/24/20,13
SONORA,29.1026001,-110.9773178,03/24/20,0
TABASCO,17.9868908,-92.9302826,03/24/20,0
TAMAULIPAS,26.0806103,-98.288353,03/24/20,1
TLAXCALA,19.31905,-98.19982,03/24/20,0
VERACRUZ,19.1809502,-96.1428986,03/24/20,5
YUCATÁN,20.400417,-89.134857,03/24/20,0
ZACATECAS,22.76843,-102.58141,03/24/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/25/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/25/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/25/20,1
CAMPECHE,19.8438606,-90.5255432,03/25/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/25/20,23
CHIAPAS,16.7597294,-93.1130829,03/25/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/25/20,0
COAHUILA,25.4232101,-101.0053024,03/25/20,3
COLIMA,19.2499695,-103.7271423,03/25/20,4
DURANGO,25.5698509,-103.4958801,03/25/20,0
GUANAJUATO,21.0185795,-101.2591019,03/25/20,3
GUERRERO,16.8494205,-99.9089127,03/25/20,4
HIDALGO,20.1169701,-98.7332916,03/25/20,44
JALISCO,20.6668205,-103.3918228,03/25/20,3
MÉXICO,19.2878609,-99.6532364,03/25/20,6
MICHOACÁN,19.7007809,-101.184433,03/25/20,22
MORELOS,18.9260998,-99.230751,03/25/20,2
NAYARIT,21.50951,-104.8956909,03/25/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/25/20,25
OAXACA,17.0654202,-96.7236481,03/25/20,4
PUEBLA,19.0640602,-98.3035202,03/25/20,9
QUERETARO,20.5880604,-100.3880615,03/25/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/25/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/25/20,1
SINALOA,23.2329006,-106.4061966,03/25/20,13
SONORA,29.1026001,-110.9773178,03/25/20,0
TABASCO,17.9868908,-92.9302826,03/25/20,0
TAMAULIPAS,26.0806103,-98.288353,03/25/20,1
TLAXCALA,19.31905,-98.19982,03/25/20,0
VERACRUZ,19.1809502,-96.1428986,03/25/20,5
YUCATÁN,20.400417,-89.134857,03/25/20,0
ZACATECAS,22.76843,-102.58141,03/25/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/26/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/26/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/26/20,1
CAMPECHE,19.8438606,-90.5255432,03/26/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/26/20,23
CHIAPAS,16.7597294,-93.1130829,03/26/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/26/20,0
COAHUILA,25.4232101,-101.0053024,03/26/20,3
COLIMA,19.2499695,-103.7271423,03/26/20,4
DURANGO,25.5698509,-103.4958801,03/26/20,0
GUANAJUATO,21.0185795,-101.2591019,03/26/20,3
GUERRERO,16.8494205,-99.9089127,03/26/20,4
HIDALGO,20.1169701,-98.7332916,03/26/20,44
JALISCO,20.6668205,-103.3918228,03/26/20,3
MÉXICO,19.2878609,-99.6532364,03/26/20,6
MICHOACÁN,19.7007809,-101.184433,03/26/20,22
MORELOS,18.9260998,-99.230751,03/26/20,2
NAYARIT,21.50951,-104.8956909,03/26/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/26/20,25
OAXACA,17.0654202,-96.7236481,03/26/20,4
PUEBLA,19.0640602,-98.3035202,03/26/20,9
QUERETARO,20.5880604,-100.3880615,03/26/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/26/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/26/20,1
SINALOA,23.2329006,-106.4061966,03/26/20,13
SONORA,29.1026001,-110.9773178,03/26/20,0
TABASCO,17.9868908,-92.9302826,03/26/20,0
TAMAULIPAS,26.0806103,-98.288353,03/26/20,1
TLAXCALA,19.31905,-98.19982,03/26/20,0
VERACRUZ,19.1809502,-96.1428986,03/26/20,5
YUCATÁN,20.400417,-89.134857,03/26/20,0
ZACATECAS,22.76843,-102.58141,03/26/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/27/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/27/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/27/20,1
CAMPECHE,19.8438606,-90.5255432,03/27/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/27/20,23
CHIAPAS,16.7597294,-93.1130829,03/27/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/27/20,0
COAHUILA,25.4232101,-101.0053024,03/27/20,3
COLIMA,19.2499695,-103.7271423,03/27/20,4
DURANGO,25.5698509,-103.4958801,03/27/20,0
GUANAJUATO,21.0185795,-101.2591019,03/27/20,3
GUERRERO,16.8494205,-99.9089127,03/27/20,4
HIDALGO,20.1169701,-98.7332916,03/27/20,44
JALISCO,20.6668205,-103.3918228,03/27/20,3
MÉXICO,19.2878609,-99.6532364,03/27/20,6
MICHOACÁN,19.7007809,-101.184433,03/27/20,22
MORELOS,18.9260998,-99.230751,03/27/20,2
NAYARIT,21.50951,-104.8956909,03/27/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/27/20,25
OAXACA,17.0654202,-96.7236481,03/27/20,4
PUEBLA,19.0640602,-98.3035202,03/27/20,9
QUERETARO,20.5880604,-100.3880615,03/27/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/27/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/27/20,1
SINALOA,23.2329006,-106.4061966,03/27/20,13
SONORA,29.1026001,-110.9773178,03/27/20,0
TABASCO,17.9868908,-92.9302826,03/27/20,0
TAMAULIPAS,26.0806103,-98.288353,03/27/20,1
TLAXCALA,19.31905,-98.19982,03/27/20,0
VERACRUZ,19.1809502,-96.1428986,03/27/20,5
YUCATÁN,20.400417,-89.134857,03/27/20,0
ZACATECAS,22.76843,-102.58141,03/27/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/28/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/28/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/28/20,1
CAMPECHE,19.8438606,-90.5255432,03/28/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/28/20,23
CHIAPAS,16.7597294,-93.1130829,03/28/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/28/20,0
COAHUILA,25.4232101,-101.0053024,03/28/20,3
COLIMA,19.2499695,-103.7271423,03/28/20,4
DURANGO,25.5698509,-103.4958801,03/28/20,0
GUANAJUATO,21.0185795,-101.2591019,03/28/20,3
GUERRERO,16.8494205,-99.9089127,03/28/20,4
HIDALGO,20.1169701,-98.7332916,03/28/20,44
JALISCO,20.6668205,-103.3918228,03/28/20,3
MÉXICO,19.2878609,-99.6532364,03/28/20,6
MICHOACÁN,19.7007809,-101.184433,03/28/20,22
MORELOS,18.9260998,-99.230751,03/28/20,2
NAYARIT,21.50951,-104.8956909,03/28/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/28/20,25
OAXACA,17.0654202,-96.7236481,03/28/20,4
PUEBLA,19.0640602,-98.3035202,03/28/20,9
QUERETARO,20.5880604,-100.3880615,03/28/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/28/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/28/20,1
SINALOA,23.2329006,-106.4061966,03/28/20,13
SONORA,29.1026001,-110.9773178,03/28/20,0
TABASCO,17.9868908,-92.9302826,03/28/20,0
TAMAULIPAS,26.0806103,-98.288353,03/28/20,1
TLAXCALA,19.31905,-98.19982,03/28/20,0
VERACRUZ,19.1809502,-96.1428986,03/28/20,5
YUCATÁN,20.400417,-89.134857,03/28/20,0
ZACATECAS,22.76843,-102.58141,03/28/20,1
AGUASCALIENTES,21.8823395,-102.2825928,03/29/20,0
BAJA CALIFORNIA,32.6278114,-115.4544601,03/29/20,4
BAJA CALIFORNIA SUR,24.1443691,-110.300499,03/29/20,1
CAMPECHE,19.8438606,-90.5255432,03/29/20,0
CIUDAD DE MÉXICO,19.4284706,-99.1276627,03/29/20,23
CHIAPAS,16.7597294,-93.1130829,03/29/20,2
CHIHUAHUA,28.6352806,-106.0888901,03/29/20,0
COAHUILA,25.4232101,-101.0053024,03/29/20,3
COLIMA,19.2499695,-103.7271423,03/29/20,4
DURANGO,25.5698509,-103.4958801,03/29/20,0
GUANAJUATO,21.0185795,-101.2591019,03/29/20,3
GUERRERO,16.8494205,-99.9089127,03/29/20,4
HIDALGO,20.1169701,-98.7332916,03/29/20,44
JALISCO,20.6668205,-103.3918228,03/29/20,3
MÉXICO,19.2878609,-99.6532364,03/29/20,6
MICHOACÁN,19.7007809,-101.184433,03/29/20,22
MORELOS,18.9260998,-99.230751,03/29/20,2
NAYARIT,21.50951,-104.8956909,03/29/20,0
NUEVO LEÓN,25.6750698,-100.3184662,03/29/20,25
OAXACA,17.0654202,-96.7236481,03/29/20,4
PUEBLA,19.0640602,-98.3035202,03/29/20,9
QUERETARO,20.5880604,-100.3880615,03/29/20,2
QUINTANA ROO,21.1742897,-86.8465576,03/29/20,0
SAN LUIS POTOSÍ,22.1498203,-100.9791565,03/29/20,1
SINALOA,23.2329006,-106.4061966,03/29/20,13
SONORA,29.1026001,-110.9773178,03/29/20,0
TABASCO,17.9868908,-92.9302826,03/29/20,0
TAMAULIPAS,26.0806103,-98.288353,03/29/20,1
TLAXCALA,19.31905,-98.19982,03/29/20,0
VERACRUZ,19.1809502,-96.1428986,03/29/20,5
YUCATÁN,20.400417,-89.134857,03/29/20,0
ZACATECAS,22.76843,-102.58141,03/29/20,1
